14.770508,14.770508
15.821289,15.821289
17.021485,17.021485
18.351075,18.351075
19.806641,19.806641
21.33545,21.33545
22.903321,22.903321
24.416504,24.416504
25.828125,25.828125
27.071778,27.071778
28.088868,28.088868
28.883301,28.883301
29.462403,29.462403
29.814942,29.814942
30,30
30.010743,30.010743
29.871094,29.871094
29.633789,29.633789
29.274903,29.274903
28.826172,28.826172
28.309082,28.309082
27.729981,27.729981
27.105957,27.105957
26.464844,26.464844
25.798828,25.798828
25.1167,25.1167
24.427246,24.427246
23.711426,23.711426
23.011231,23.011231
22.306153,22.306153
21.614746,21.614746
20.941895,20.941895
20.280762,20.280762
19.640137,19.640137
19.004395,19.004395
18.39209,18.39209
17.795899,17.795899
17.223145,17.223145
16.675293,16.675293
16.139161,16.139161
15.621094,15.621094
15.098145,15.098145
14.601563,14.601563
14.113282,14.113282
13.660157,13.660157
13.214356,13.214356
12.778321,12.778321
12.357422,12.357422
11.953125,11.953125
11.558594,11.558594
11.184571,11.184571
10.823243,10.823243
10.466309,10.466309
10.129395,10.129395
9.802246,9.802246
9.494629,9.494629
9.195801,9.195801
8.911621,8.911621
8.637696,8.637696
8.375,8.375
8.117188,8.117188
7.876465,7.876465
7.638184,7.638184
7.414063,7.414063
7.198243,7.198243
6.990235,6.990235
6.776856,6.776856
6.588868,6.588868
6.396973,6.396973
6.210938,6.210938
6.040528,6.040528
5.861817,5.861817
5.705567,5.705567
5.548828,5.548828
5.400391,5.400391
5.248536,5.248536
5.103516,5.103516
4.963379,4.963379
4.830567,4.830567
4.708008,4.708008
4.581055,4.581055
4.461426,4.461426
4.345215,4.345215
4.241211,4.241211
4.134766,4.134766
4.03125,4.03125
3.928223,3.928223
3.821778,3.821778
3.736817,3.736817
3.641602,3.641602
3.556641,3.556641
3.464356,3.464356
3.384766,3.384766
3.305664,3.305664
3.22461,3.22461
3.139161,3.139161
3.071778,3.071778
3.000977,3.000977
2.924317,2.924317
2.858399,2.858399
2.807618,2.807618
2.732422,2.732422
2.6875,2.6875
2.6167,2.6167
2.560059,2.560059
2.521973,2.521973
2.46875,2.46875
2.411133,2.411133
2.361817,2.361817
2.289063,2.289063
2.239746,2.239746
2.186036,2.186036
2.133301,2.133301
2.086426,2.086426
2.052246,2.052246
1.998536,1.998536
1.9375,1.9375
1.880371,1.880371
1.823243,1.823243
1.76709,1.76709
1.70752,1.70752
1.62793,1.62793
1.5542,1.5542
1.464844,1.464844
1.384278,1.384278
1.289063,1.289063
1.203614,1.203614
1.116211,1.116211
1.026856,1.026856
0.922364,0.922364
0.830567,0.830567
0.739746,0.739746
0.641114,0.641114
0.545411,0.545411
0.458985,0.458985
0.369629,0.369629
0.259766,0.259766
0.190918,0.190918
0.090821,0.090821
-0.000976,-0.000976
-0.085449,-0.085449
-0.173339,-0.173339
-0.237793,-0.237793
-0.305664,-0.305664
-0.385742,-0.385742
-0.431152,-0.431152
-0.478515,-0.478515
-0.524902,-0.524902
-0.556152,-0.556152
-0.577148,-0.577148
-0.583496,-0.583496
-0.612793,-0.612793
-0.618164,-0.618164
-0.6333,-0.6333
-0.631347,-0.631347
-0.638672,-0.638672
-0.643066,-0.643066
-0.639648,-0.639648
-0.652343,-0.652343
-0.642578,-0.642578
-0.646484,-0.646484
-0.640625,-0.640625
-0.65039,-0.65039
-0.653808,-0.653808
-0.655273,-0.655273
-0.664062,-0.664062
-0.662109,-0.662109
-0.65625,-0.65625
-0.659668,-0.659668
-0.657714,-0.657714
-0.66455,-0.66455
-0.671875,-0.671875
-0.681152,-0.681152
-0.688476,-0.688476
-0.697754,-0.697754
-0.714355,-0.714355
-0.724609,-0.724609
-0.74414,-0.74414
-0.751953,-0.751953
-0.766113,-0.766113
-0.770019,-0.770019
-0.770019,-0.770019
-0.782226,-0.782226
-0.780273,-0.780273
-0.788574,-0.788574
-0.784179,-0.784179
-0.781738,-0.781738
-0.793457,-0.793457
-0.777343,-0.777343
-0.749511,-0.749511
-0.71582,-0.71582
-0.712402,-0.712402
-0.707031,-0.707031
-0.708984,-0.708984
-0.704101,-0.704101
-0.71289,-0.71289
-0.705566,-0.705566
-0.694336,-0.694336
-0.699218,-0.699218
-0.710449,-0.710449
-0.731933,-0.731933
-0.731445,-0.731445
-0.738769,-0.738769
-0.741699,-0.741699
-0.756347,-0.756347
-0.762695,-0.762695
-0.780273,-0.780273
-0.793457,-0.793457
-0.798339,-0.798339
-0.797363,-0.797363
-0.805175,-0.805175
-0.812988,-0.812988
-0.818847,-0.818847
-0.82666,-0.82666
-0.824218,-0.824218
-0.825195,-0.825195
-0.827636,-0.827636
-0.82373,-0.82373
-0.834961,-0.834961
-0.827636,-0.827636
-0.823242,-0.823242
-0.803222,-0.803222
-0.799316,-0.799316
-0.793457,-0.793457
-0.785644,-0.785644
-0.793945,-0.793945
-0.777832,-0.777832
-0.773437,-0.773437
-0.755371,-0.755371
-0.747558,-0.747558
-0.739257,-0.739257
-0.746582,-0.746582
-0.739257,-0.739257
-0.732422,-0.732422
-0.726074,-0.726074
-0.713867,-0.713867
-0.705566,-0.705566
-0.716797,-0.716797
-0.705566,-0.705566
-0.697265,-0.697265
-0.679199,-0.679199
-0.660156,-0.660156
-0.67041,-0.67041
-0.660644,-0.660644
-0.65039,-0.65039
-0.638183,-0.638183
-0.629394,-0.629394
-0.617675,-0.617675
-0.609375,-0.609375
-0.597656,-0.597656
-0.586914,-0.586914
-0.557617,-0.557617
-0.538574,-0.538574
-0.52539,-0.52539
-0.508789,-0.508789
-0.492187,-0.492187
-0.472656,-0.472656
-0.446777,-0.446777
-0.441406,-0.441406
-0.420898,-0.420898
-0.408203,-0.408203
-0.381836,-0.381836
-0.361816,-0.361816
-0.344726,-0.344726
-0.32666,-0.32666
-0.304199,-0.304199
-0.265136,-0.265136
-0.236816,-0.236816
-0.224121,-0.224121
-0.199707,-0.199707
-0.17041,-0.17041
-0.137695,-0.137695
-0.111328,-0.111328
-0.089355,-0.089355
-0.062011,-0.062011
-0.020996,-0.020996
0.006348,0.006348
0.035645,0.035645
0.071289,0.071289
0.117188,0.117188
0.157227,0.157227
0.189453,0.189453
0.228516,0.228516
0.275879,0.275879
0.320313,0.320313
0.353516,0.353516
0.395996,0.395996
0.455078,0.455078
0.502442,0.502442
0.527344,0.527344
0.591309,0.591309
0.653809,0.653809
0.708985,0.708985
0.762696,0.762696
0.825196,0.825196
0.895996,0.895996
0.947754,0.947754
1.012696,1.012696
1.096192,1.096192
1.15918,1.15918
1.226075,1.226075
1.310059,1.310059
1.38086,1.38086
1.454102,1.454102
1.550782,1.550782
1.636719,1.636719
1.729981,1.729981
1.832032,1.832032
1.931153,1.931153
2.029297,2.029297
2.144043,2.144043
2.257325,2.257325
2.36084,2.36084
2.490723,2.490723
2.606446,2.606446
2.730957,2.730957
2.872559,2.872559
3.003907,3.003907
3.14795,3.14795
3.305176,3.305176
3.452149,3.452149
3.615235,3.615235
3.780274,3.780274
3.939942,3.939942
4.1167,4.1167
4.295411,4.295411
4.472168,4.472168
4.664551,4.664551
4.848145,4.848145
5.049317,5.049317
5.248536,5.248536
5.452149,5.452149
5.676758,5.676758
5.885743,5.885743
6.1167,6.1167
6.34375,6.34375
6.575684,6.575684
6.814453,6.814453
7.05127,7.05127
7.288086,7.288086
7.525879,7.525879
7.763184,7.763184
7.995118,7.995118
8.244141,8.244141
8.479981,8.479981
8.71045,8.71045
8.953614,8.953614
9.189942,9.189942
9.427735,9.427735
9.666504,9.666504
9.907227,9.907227
10.17334,10.17334
10.459961,10.459961
10.773926,10.773926
11.121582,11.121582
11.514161,11.514161
11.970215,11.970215
12.498536,12.498536
13.135254,13.135254
13.891602,13.891602
